#,Listing Title,SKU,LastUpdated,ExpiryDate,SEOTips,Age(Days),VisibilityScore,TotalViews,Views Per Day,TagCount,ImageCount
1062,"WELCOME SIGN | Palm Tree | Beach Theme Wedding, Welcome Sign Engagement Party, Travel Theme Wedding Welcome Sign, Wedding Welcome Sign (1318496432)",A4 CARD,2022-12-0710:22,2023-02-2505:36,3,67,55%,23,0.34,13,10
311,"GOLD FOIL | Wedding Invitations | Blue Watercolour | Blue Wedding Invitations, Dusty Blue Wedding Invitations, Luxury Wedding Invitations (1329282015)",FSC/Blue Watercolour,2022-12-1508:11,2023-02-2011:14,2,72,55%,25,0.35,13,10
888,WEDDING INVITATION | Rivers &amp; Mountains | Fall Wedding Invites (1315661073),PS gate/Rivers & Mountains,2022-12-0610:45,2023-01-3003:25,3,92,55%,32,0.35,13,10
414,Modern Table Numbers | Blush Floral (839699060),WOODENHOLDERS,2022-11-1509:24,2023-01-0906:47,3,871,55%,303,0.35,13,10
422,Modern Table Numbers | Purple Lavender (839697630),WOODENHOLDERS,2022-11-1509:28,2023-01-1416:03,3,871,55%,303,0.35,13,10
817,Wedding Invitation | Blush &amp; Gold Floral (907364324),PS flat/goldpinkpattern,2022-12-0608:33,2023-03-0711:50,1,752,55%,263,0.35,13,10
76,"Blue Floral Wedding Thank You Cards, With Envelopes, Personalised, Wedding Gifts, Wedding Party, Bridesmaid, Pack, Set, UK, Personalized (922015651)",PS/tyc/bluefloral,2022-12-1408:45,2023-04-1407:45,6,751,55%,263,0.35,13,10
88,"Blush Floral Tri Fold Program, Order Of Service, Folded Wedding Program, Order Of The Day, Wedding, Order Of Events, Wedding Day Program (851762688)",PS/concprog/blushflor,2022-12-0110:49,2023-03-2411:40,6,848,55%,298,0.35,13,6
387,"Kraft Lights Table Plan Wedding, Seating Chart, Seating Plan, Table Chart, Board, Table Planner, Wedding Signs, Reception Seating Chart (1196035416)",Outlinetext,2022-12-0713:10,2023-04-0712:10,4,270,55%,95,0.35,13,10
525,RSVP CARD | Photobooth | Rsvp Meal Choice | Rsvp Postcard | Rsvp Cards (1343724031),PS rsvp/photobooth,2022-12-2916:17,2023-04-2915:17,4,51,55%,18,0.35,13,10
575,Save The Date | Rings | Modern Simple Save The Dates | Wedding Save The Dates | Wedding Save The Date (791938174),PS sdc/rings,2022-12-0606:18,2023-02-2820:02,5,968,55%,342,0.35,13,10
687,"TavernCreative Shipping Upgrades - 1st Class, Express &amp; Saturday Guarantee (1249491872)",,2022-12-2313:19,2023-04-2312:19,3,178,55%,63,0.35,13,10
281,Funny Wedding Card | With Deepest Sympathy On Your Wedding Day | Congratulations Card | Custom Wedding Card | Wedding Cards (1337865827),WHITE,2022-11-1510:53,2023-03-0206:13,5,59,55%,21,0.36,13,10
485,Proposal Card | Will You Help With Our Wedding Playlist | Wedding Cards | Custom Wedding Card | Wedding Cards (1337842347),WHITE,2022-12-0419:13,2023-04-0418:13,5,59,55%,21,0.36,13,10
826,WEDDING INVITATION | Burgundy Watercolour | Burgundy watercolour (1315664839),PS gate/Burgundy Watercolour,2022-12-0610:07,2023-03-3005:59,2,92,55%,33,0.36,13,10
837,WEDDING INVITATION | Daffodils | Daffodil Watercolour (1301637100),PS gate/Daffodils,2022-12-0610:46,2023-01-3003:38,2,92,55%,33,0.36,13,10
462,"Palm Leaf Table Plan Wedding, Seating Chart, Seating Plan, Table Chart, Board, Table Planner, Wedding Signs, Reception Seating Chart (1209994939)",Outlinetext,2022-12-0710:22,2023-03-2415:20,4,270,55%,97,0.36,13,10
250,"Folded Thank You Card, Wedding Thank You Cards, Thank You Cards Wedding, Thank You Card And Envelope, Gold, Personalised, Affordable, Cheap (726423046)",tyc/confetti,2022-12-0112:59,2023-02-0914:53,5,"1,190",55%,430,0.36,13,10
973,Wedding Itinerary | Rustic Wedding (865713581),pamph/krftlights,2022-12-2110:40,2023-04-2109:40,2,848,55%,307,0.36,13,10
77,"Blue Flowers Table Plan Wedding, Seating Chart, Seating Plan, Table Chart, Board, Table Planner, Wedding Signs, Reception Seating Chart (1209995539)",Outlinetext,2022-12-0713:10,2023-04-0712:10,4,270,55%,98,0.36,13,10
694,Thank You Cards | Thank You For Being My Maid Of Honour | Wedding Cards | Custom Wedding Card | Wedding Cards (1337299431),WHITE + WS,2022-11-1512:38,2023-03-0112:00,5,60,55%,22,0.37,13,10
1106,"Yellow Floral Table Plan Wedding, Seating Chart, Seating Plan, Table Chart, Board, Table Planner, Wedding Signs, Reception Seating Chart (1196034976)",Outlinetext,2022-12-0713:10,2023-04-0712:10,4,270,55%,99,0.37,13,10
863,WEDDING INVITATION | Horse Shoe | Summer Wedding (1301770316),PS/ flat/horseshoe,2022-12-1618:04,2023-04-1617:04,1,92,55%,34,0.37,13,10
608,Seating Chart Cards | Destination | Destination Wedding (1298333130),RM 1st Class,2022-12-0710:22,2023-02-0109:33,3,97,55%,36,0.37,13,10
22,"Autumn Wedding Thank You Cards, With Envelopes, Personalised, Wedding Gifts, Wedding Party, Bridesmaid, Pack, Set, UK, Personalized (726423546)",PS/tyc/autumn,2022-12-0111:01,2023-03-0614:48,6,"1,190",55%,443,0.37,13,10
534,RSVP CARD | Teal Watercolour | Rsvp Meal Choice | Rsvp Postcard | Rsvp Cards (1343726487),PS rsvp/tealwater,2022-12-1508:27,2023-04-1310:02,3,51,55%,19,0.37,13,10
261,Funny Wedding Card | Gutted I Couldn’t Be Bothered To Be With You On Your Wedding Day | Congratulations Card | Custom Wedding Card (1323885362),WHITE,2022-11-1510:48,2023-03-0205:52,4,59,55%,22,0.37,13,10
1055,"WELCOME SIGN | Greenery Eucalyptus | Eucalyptus Wedding, Welcome Sign Engagement Party, Welcome Sign Unplugged Ceremony, The Night Before (1318485576)",A4 CARD,2022-12-0710:22,2023-02-2505:06,3,67,55%,25,0.37,13,10
393,"Kraft Tri Fold Program, Order Of Service, Folded Wedding Program, Order Of The Day, Wedding, Order Of Events, Wedding Day Program, Recycled (851756644)",PS/concprog/krft,2022-12-1714:10,2023-04-1713:10,6,848,55%,317,0.37,13,6
542,"Rustic Floral Place Card, Blush Place Cards, Place Names, Place Cards Wedding, Place Settings, Table Setting, Seating Cards, Guest Names (840728666)",PS plc/rusticfloral,2022-12-1512:09,2023-02-0311:58,6,869,55%,326,0.38,13,10
6,Adhesive Wax Seal | Burnt Orange (1252364965),1/burtnorange/ws,2022-10-0403:03,2023-01-2215:30,3,198,55%,75,0.38,13,10
459,"Outline Wedding Program Sign, Order Of The Day Sign, Order Of Service, Wedding Programme In The UK, Bridal Party, Timeline, Order Of Events (851825318)",,2022-12-0707:05,2023-04-0706:05,6,848,55%,322,0.38,13,6
751,THANK YOU | Seven Photos | Thank You Cards | thank you cards wedding photo | thank you cards photo | wedding thank you cards with photo (1330511778),PS/tyc/sevenphotos,2022-12-0110:52,2023-03-1106:25,5,50,55%,19,0.38,13,10
450,"One Table Plan Wedding, Seating Chart, Seating Plan, Table Chart, Board, Table Planner, Wedding Signs, Signage, Reception Seating Chart (832584610)",Outlinetext,2022-12-2016:11,2023-04-2015:11,5,885,55%,339,0.38,13,10
102,"Burst Table Plan Wedding, Seating Chart, Seating Plan, Table Chart, Board, Table Planner, Wedding Signs, Signage, Reception Seating Chart (832584386)",Outlinetext,2022-12-0710:22,2023-04-0212:10,4,885,55%,340,0.38,13,10
104,"Burst Wedding Order Of Service Booklet, Wedding Program, Mass Booklet, Wedding Ceremony Program, Wedding Booklet Church, Catholic, Greenery (851812940)",PS OOSbook/Burst,2022-11-1513:27,2023-03-0913:40,6,848,55%,326,0.38,13,6
300,Gold Foil Invitation | Purple Wildflowers (1237084182),conc/wildflowers/ONE,2022-12-1507:27,2023-03-2915:00,2,200,55%,77,0.39,13,10
654,"Spring Table Plan Wedding, Seating Chart, Seating Plan, Table Chart, Board, Table Planner, Wedding Signs, Signage, Reception Seating Chart (832584816)",Outlinetext,2022-12-0710:22,2023-04-0210:10,4,885,55%,341,0.39,13,10
399,"Lavender Tri Fold Program, Order Of Service, Folded Wedding Program, Order Of The Day, Wedding, Order Of Events, Wedding Day Program, Purple (865670389)",PS/concprog/lavender,2022-12-0110:51,2023-03-2114:10,6,848,55%,327,0.39,13,6
1087,"White Roses Tri Fold Program, Order Of Service, Folded Wedding Program, Order Of The Day, Wedding, Order Of Events, Wedding Day Program (865668585)",PS/concprog/whiteroses,2022-12-0110:55,2023-02-0317:01,6,848,55%,327,0.39,13,6
12,Adhesive Wax Seal | Turquoise (1245181602),1/turquoise/ws,2022-12-2807:14,2023-04-2806:14,3,186,55%,72,0.39,13,10
1045,"WELCOME SIGN | Burgundy Watercolour | Burgundy Wedding, Boho Bridal Shower Welcome Sign, Moody Wedding Welcome Sign, Cardstock Welcome Sign (1332474423)",A1 BOARD,2022-12-0710:22,2023-02-2505:39,3,67,55%,26,0.39,13,10
795,"Wedding Gift, Correspondence Cards, Wedding Keepsake, Personalised Gift, Anniversary Gift, Wedding Gifts, Personalised Wedding, Bride Gift (1283028070)",2nd Class,2022-10-1501:03,2023-01-0105:44,4,121,55%,47,0.39,13,10
488,Proposal Card | Will You Sing At Our Wedding | Wedding Cards | Custom Wedding Card | Wedding Cards (1337841213),WHITE,2022-11-1511:57,2023-03-0205:04,5,59,55%,23,0.39,13,10
556,SAMPLE Invites- 1st Class Untracked Shipping | Gatefold | Wedding Bundle | Wedding Invites | Monroe (1308209040),,2022-11-1408:38,2023-02-2211:23,4,82,55%,32,0.39,13,10
438,Odd Quantities | Single Card Invitations | Wedding Invites | Monroe (1304908752),ODD QUANTITIES,2022-12-2004:30,2023-04-2003:30,2,87,55%,34,0.39,13,10
516,RSVP CARD | Kraft Lights | Rsvp Meal Choice | Rsvp Postcard | Rsvp Cards (1343719099),PS rsvp/krftlight,2022-12-1510:11,2023-03-1006:06,4,51,55%,20,0.39,13,10
645,"Simple Place Card, Minimalist Place Cards, Plain Place Names, Name Only Place Cards Wedding, Place Settings, Table Setting, No Design (634476452)",plc/one,2022-12-2804:19,2023-04-2803:19,6,"1,550",55%,610,0.39,13,10
656,"Spring Wedding Program Sign, Order Of The Day Sign, Order Of Service, Wedding Programme In The UK, Bridal Party, Timeline, Order Of Events (865740851)",,2022-11-2508:50,2023-03-2507:50,6,848,55%,335,0.40,13,6
454,Order 2 Versions | Single Card Invitations | Wedding Bundle | Wedding Invites | Monroe (1318906257),2 VERSIONS,2022-11-2415:39,2023-03-2414:39,3,87,62%,35,0.40,13,10
957,Wedding Itinerary | Black &amp; White (865716943),PSpamph/outline,2022-12-0111:27,2023-01-0515:53,2,848,62%,345,0.41,13,10
814,Wedding Invitation | Blue Mountains | Mountain Wedding | Adult Only Wedding Invitation | Wedding Invitation Envelopes Black (1315661465),PS gate/Blue Mountains,2022-12-0610:48,2023-02-1612:15,5,92,62%,38,0.41,13,10
906,WEDDING INVITATION | Sunflowers Kraft | Rustic Wedding (1315798459),PS/singlecard/Sunflowers Kraft,2022-12-0607:40,2023-01-3009:34,2,92,62%,38,0.41,13,10
555,SAMPLE Invites - 1st Class Untracked Shipping  | Single Card Invites | Wedding Bundle | Monroe (1322235121),Single Card + Env + Ins,2022-11-1408:37,2023-03-1210:28,3,82,62%,34,0.41,13,10
693,Thank You Cards | Thank You For Being My Bridesman | Wedding Cards | Custom Wedding Card | Wedding Cards (1323326182),WHITE,2022-11-1512:17,2023-03-0112:00,5,60,62%,25,0.42,13,10
466,"Photo Booth Wedding Order Of Service Booklet, Wedding Program, Mass Booklet, Wedding Ceremony Program, Wedding Booklet Church, Catholic (851816816)",PS OOSbook/Booth,2022-12-2502:00,2023-04-2501:00,6,848,62%,356,0.42,13,6
30,"BAR MENU | Blue Roses | Bar Menu Sign Wedding, Wedding Bar Menu Sign, Modern Wedding Bar Menu (1331135881)",PRINT,2022-11-1516:20,2023-02-2304:58,3,69,62%,29,0.42,13,10
993,"Wedding Menu Cards, Menus For Wedding, Wedding Breakfast, Drinks Menu, Food Menu, Wedding Reception, Wedding Dinner, Rustic, Floral, Blush (836324493)",PS/men/rusticflo,2022-12-0108:20,2023-02-1719:52,6,905,62%,382,0.42,13,10
761,"Typewriter Place Card, Simple Place Cards, Place Names, Place Cards Wedding, Place Settings, Table Setting, Seating Cards, Guest Names, Name (840729310)",PS plc/burst,2022-12-1511:58,2023-03-0510:50,6,869,62%,367,0.42,13,10
428,Modern Table Numbers | Spring Flowers (853611169),WOODENHOLDERS,2022-11-1509:19,2023-02-2509:09,3,871,62%,368,0.42,13,10
686,TABLE NUMBERS | Tis The Season | Wedding Table Number | Table Number Wedding | Wedding Table Number Cards (1342980691),WOODENHOLDERS,2022-12-2004:48,2023-04-2003:48,5,52,62%,22,0.42,13,10
698,Thank You Cards | Thank You For Being The Best Photographer | Wedding Cards | Custom Wedding Card | Wedding Cards (1323878998),WHITE + WS,2022-11-1511:45,2023-03-0205:36,5,59,62%,25,0.42,13,10
828,Wedding Invitation | Cactus &amp; Succulents (1119528048),PS conc/succulentskrft,2022-12-0710:21,2023-01-0517:10,1,393,62%,168,0.43,13,10
552,"Rustic Wedding Thank You Cards With Envelopes, Personalised, Wedding Gifts, Wedding Party, Bridesmaid, Pack, Set, UK, Personalized (726423896)",PS/tyc/rusticflor,2022-12-0110:42,2023-03-1823:00,6,"1,190",62%,511,0.43,13,10
441,"Old Newspaper Confetti Cones - Personalised - Pre-Rolled or Ready To Roll, Elegant Wedding Supplies, Rustic, Old World, Classic, French (1271984777)",2CLASS,2022-11-2206:30,2023-03-2205:30,6,163,62%,70,0.43,13,3
637,Seating Chart Cards | Tis The Season | Winter Wedding (1298331220),RM 1st Class,2022-12-1718:23,2023-04-1717:23,3,97,62%,42,0.43,13,10
168,DETAILS CARD | Lavender | Wedding Details Card | Wedding Invitation Details Card | Bridesmaid Info Card (1328236224),GIC / lavender,2022-12-1510:15,2023-03-0807:54,4,53,62%,23,0.43,13,10
293,Gold Foil Invitation | Fall Wedding Invite (1237084568),conc/october/ONE,2022-12-1507:56,2023-03-1208:11,2,200,62%,87,0.44,13,10
437,Odd Quantities | Gatefold | Wedding Invites | Monroe (1318924231),ODD QUANTITIES,2022-11-2307:50,2023-03-2306:50,2,87,62%,38,0.44,13,10
86,"Blush Floral Order Of Events Card, Bridal Party, Timeline, Wedding Day, Stationery, Order Of Service, Ceremony Cards, On The Day, Marriage (851830198)",PS/7x5Program/blushfloral,2022-12-0108:58,2023-03-1810:20,5,848,62%,371,0.44,13,10
796,"Wedding Gift, Wedding Mug, Wedding Keepsake, Personalised Gift, Anniversary Gift, Wedding Gifts, Personalised Wedding, Bride Gift, Coffee (1297184951)",2nd Class,2022-10-1501:03,2023-01-0111:00,5,121,62%,53,0.44,13,4
661,"Sunflower Wedding Thank You Cards, With Envelopes, Personalised, Wedding Gifts, Wedding Party, Bridesmaid, Pack, Set, UK, Personalized (740282495)",PS/tyc/sunflowers,2022-12-0111:06,2023-02-1305:10,6,"1,190",62%,522,0.44,13,10
272,Funny Wedding Card | Shit Just Got Real | Congratulations Card | Custom Wedding Card | Wedding Cards (1323893406),WHITE,2022-11-1510:52,2023-03-0206:14,5,59,62%,26,0.44,13,10
275,Funny Wedding Card | Thank You For Giving Me The Sister In-Law I Wish I Never Had | Congratulations Card | Custom Wedding Card (1323891444),WHITE,2022-11-1510:52,2023-03-0206:09,4,59,62%,26,0.44,13,10
816,Wedding Invitation | Blush &amp; Gold (907364228),PS flat/pinkgoldspots,2022-12-0607:41,2023-01-2217:29,1,752,62%,333,0.44,13,10
326,"GOLD FOIL | Wedding Invitations | Lavender | Wedding Invitations Gold Foil, Elegant Wedding Invitations, Custom Wedding Invitations (1329308637)",FSC/Lavender,2022-12-1507:37,2023-03-0209:41,2,72,62%,32,0.44,13,10
899,WEDDING INVITATION | Simple Heart | Boho Invitation (1301630408),gate/Simple Heart,2022-12-0920:59,2023-04-0919:59,2,92,62%,41,0.45,13,10
903,WEDDING INVITATION | Stormy | Celestial Wedding (1315665897),PS gate/Stormy,2022-12-0711:53,2023-04-0710:53,1,92,62%,41,0.45,13,10
798,"Wedding Gift, Writing Paper, Wedding Keepsake, Personalised Gift, Anniversary Gift, Wedding Gifts, Personalised Wedding, Bride Gift, Letter (1283109142)",LH/bembo,2022-10-1501:03,2023-01-0109:22,4,121,62%,54,0.45,13,10
789,Wedding Envelopes | Red | Printed Envelopes | 5x7 Envelopes (1308644545),,2022-10-1116:38,2023-02-1117:38,2,103,62%,46,0.45,13,10
1091,"Wildflowers Table Plan Wedding, Seating Chart, Seating Plan, Chart, Board, Table Planner, Wedding Signs, Signage, Reception Seating Chart (832585052)",Outlinetext,2022-12-0710:22,2023-03-2104:00,4,885,62%,397,0.45,13,10
64,"BAR MENU | Tis The Season | Bar Menu Sign Wedding, Wedding Bar Menu Sign, Bar Menu Sign His And Hers (1317164020)",ROSE GOLD FOIL,2022-11-1516:36,2023-02-2304:57,3,69,62%,31,0.45,13,10
189,"Dried Flowers Table Plan Wedding, Seating Chart, Seating Plan, Table Chart, Board, Table Planner, Wedding Signs, Reception Seating Chart (1209995399)",Outlinetext,2022-12-2208:55,2023-04-2207:55,4,270,62%,122,0.45,13,10
622,Seating Chart Cards | Olive | Sage Green Wedding (1312368907),RM 1st Class,2022-12-0710:22,2023-02-0308:52,2,97,62%,44,0.45,13,10
649,"Spring Floral Order Of Events Card, Bridal Party, Timeline, Wedding Day, Stationery, Order Of Service, Ceremony Cards, On The Day, Marriage (865749943)",PS/7x5Program/spring,2022-12-0604:40,2023-04-0603:40,5,848,62%,386,0.46,13,10
778,Wedding Envelopes | Black | 5x7 Envelopes (1195439658),,2022-09-2613:55,2023-01-2614:55,1,271,62%,124,0.46,13,10
977,Wedding Itinerary | White Floral (865719189),PSpamph/whiteroses,2022-12-0111:30,2023-01-0618:00,2,848,62%,391,0.46,13,10
794,Wedding Envelopes | White | Printed Envelopes | C6 Envelopes (1209401513),,2022-09-2322:50,2023-01-2323:50,2,271,62%,125,0.46,13,10
983,"Wedding Menu Cards, Menus For Wedding, Wedding Breakfast, Drinks Menu, Food Menu, Wedding Reception, Wedding Dinner, Blush, Floral, Pink (836322857)",PS/men/blushflor,2022-12-1205:05,2023-04-1204:05,6,905,62%,423,0.47,13,10
984,"Wedding Menu Cards, Menus For Wedding, Wedding Breakfast, Drinks Menu, Food Menu, Wedding Reception, Wedding Dinner, Destination, Abroad (822432470)",PS/men/destination,2022-12-0110:00,2023-04-0109:00,6,905,62%,424,0.47,13,10
473,"Pink Watercolour Table Plan Wedding, Seating Chart, Seating Plan, Table Chart, Board, Table Planner, Wedding Signs, Reception Seating Chart (1209995281)",Outlinetext,2022-12-0713:10,2023-04-0712:10,4,270,62%,127,0.47,13,10
549,"Rustic Sunflowers Table Plan Wedding, Seating Chart, Seating Plan, Table Chart, Board, Table Planner, Wedding Signs, Reception Seating Chart (1196035210)",Outlinetext,2022-12-0710:22,2023-01-1412:10,4,270,62%,127,0.47,13,10
518,RSVP CARD | Kraft | Rsvp Meal Choice | Rsvp Postcard | Rsvp Cards (1343713215),PS rsvp/kraft,2022-12-2211:35,2023-04-2210:35,4,51,62%,24,0.47,13,10
790,Wedding Envelopes | Red | Printed Envelopes | C6 Envelopes (1195440212),,2022-11-1916:30,2023-03-1915:30,2,271,62%,128,0.47,13,10
280,Funny Wedding Card | Who Cares About The Wedding I’m Here For The Free Food | Congratulations Card | Custom Wedding Card | Wedding Cards (1323885898),WHITE,2022-11-1510:59,2023-03-0205:54,5,59,62%,28,0.47,13,10
1094,"Wildflowers Wedding Thank You Cards, With Envelopes, Personalised, Wedding Gifts, Wedding Party, Bridesmaid, Pack, Set, UK, Personalized (739819607)",PS/tyc/wildflowers,2022-12-0110:40,2023-03-2104:00,6,"1,192",62%,569,0.48,13,10
1048,"WELCOME SIGN | Chalkboard | Modern Boho Wedding, Welcome To Our Wedding Sign, Moody Wedding Welcome Sign, 5th Birthday Welcome Sign (1318485978)",A1 BOARD,2022-12-0710:22,2023-02-2505:07,3,67,62%,32,0.48,13,10
201,"Festive Table Plan Wedding, Seating Chart, Seating Plan, Table Chart, Board, Table Planner, Wedding Signs, Signage, Reception Seating Chart (1209994965)",Outlinetext,2022-12-1909:35,2023-04-1908:35,4,270,62%,130,0.48,13,10
124,"Confetti Place Card, Gold Place Cards, Place Names, Place Cards Wedding, Place Settings, Table Setting, Seating Cards, Guest Names, Rustic (854643831)",PS plc/confetti,2022-12-1510:41,2023-04-1117:22,6,869,62%,419,0.48,13,10
827,Wedding Invitation | Burgundy Watercolour | Burgundy Wedding | Minimal Wedding Brunch Invitation | Burgandy Wedding Invitation (1315797869),PS/singlecard/Burg Watercolour,2022-12-0607:28,2023-03-1309:35,5,92,62%,45,0.49,13,10
865,WEDDING INVITATION | Minimalist Coral | Boho Invitation (1301641854),PS gate/Minimalist Coral,2022-12-0711:53,2023-04-0710:53,2,92,62%,45,0.49,13,10
398,"Lavender Table Plan Wedding, Seating Chart, Seating Plan, Table Chart, Board, Table Planner, Wedding Signs, Signage, Reception Seating Chart (832582002)",Outlinetext,2022-12-0710:22,2023-01-1917:00,5,885,62%,434,0.49,13,10
788,Wedding Envelopes | Kraft | Printed Envelopes | C6 Envelopes (1195438456),,2022-11-1414:00,2023-03-1413:00,2,271,62%,133,0.49,13,10
893,Wedding Invitation | Rustic Minimalist (1119521478),PS conc/palmkraft,2022-12-2023:40,2023-04-2022:40,1,393,62%,193,0.49,13,10
271,Funny Wedding Card | My Best Friend Is Getting Married Hurt Her &amp; I Will End You | Congratulations Card | Custom Wedding Card | Wedding Card (1337864781),WHITE,2022-11-2604:31,2023-03-2603:31,5,59,62%,29,0.49,13,10
392,"Kraft Tri Fold Program, Order Of Service, Folded Wedding Program, Order Of The Day, Wedding, Order Of Events, Wedding Day Program, Eco (851756406)",PS/concprog/krft,2022-12-0209:10,2023-04-0208:10,6,848,62%,418,0.49,13,6
642,Seating Chart Cards | Woodlands | Fall Wedding (1312362807),RM 1st Class,2022-12-0710:22,2023-01-2504:57,2,97,62%,48,0.49,13,10
342,"GOLD FOIL | Wedding Invitations | Saint Tropez | Beach Theme Wedding Invitations, Beach Wedding Invitations, Invitation Wedding Beach Rustic (1315314560)",FSC/Saint Tropez,2022-12-1507:58,2023-02-2011:19,3,72,68%,36,0.50,13,10
292,Gold Foil Invitation | Eucalyptus Wedding (1251020121),conc/greeneryeuc/ONE,2022-12-1508:16,2023-01-2414:00,2,200,68%,100,0.50,13,10
877,Wedding Invitation | Photo Inivitation (1133474671),PS conc/onekrft,2022-12-0710:21,2023-02-1414:00,1,393,68%,197,0.50,13,10
892,Wedding Invitation | Rustic Floral (1119526598),PS conc/rustflorkrft,2022-12-0710:21,2023-03-0615:47,1,393,68%,198,0.50,13,10
591,Seating Chart Cards | Argyle Apple | Sage Green Wedding (1312362093),RM 1st Class,2022-12-0710:22,2023-03-1607:51,3,97,68%,49,0.51,13,10
1041,"WELCOME SIGN | Blue Watercolour | Dusty Blue Wedding, Funeral For My Youth, Moody Wedding Welcome Sign, 70th Welcome Sign (1332464143)",A4 CARD,2022-12-0710:22,2023-02-2505:11,3,67,68%,34,0.51,13,10
1063,"WELCOME SIGN | Photobooth | Rustic Wedding, Welcome Sign With Picture, Graduation Welcome Sign With Picture, Wedding Welcome Sign (1332464503)",A4 CARD,2022-12-2813:11,2023-04-2812:11,3,67,68%,34,0.51,13,10
372,Groomsman Card | Thank You For Being My Usher | Thank You Cards | Custom Wedding Card | Wedding Cards (1323866082),WHITE,2022-11-1512:26,2023-03-0204:58,5,59,68%,30,0.51,13,10
658,"Succulents Table Plan Wedding, Seating Chart, Seating Plan, Chart, Board, Table Planner, Wedding Signs, Signage, Reception Seating Chart (846486653)",Outlinetext,2022-12-0916:10,2023-04-0915:10,4,885,68%,450,0.51,13,10
540,RSVP CARD | Woodland | Rsvp Meal Choice | Rsvp Postcard | Rsvp Cards (1343727607),PS rsvp/woodland/env,2022-12-1508:45,2023-03-1006:28,3,51,68%,26,0.51,13,10
289,Gold Foil Invitation | Dusty Blue Wedding (1250992301),conc/bluewater/ONE,2022-12-1507:52,2023-03-0211:01,2,200,68%,102,0.51,13,10
822,WEDDING INVITATION | Bouquet | Summer Wedding (1301771002),PS/singlecard/Bouquet,2022-12-0607:31,2023-02-2815:53,1,92,68%,47,0.51,13,10
24,"Baby's Breath Table Plan Wedding, Seating Chart, Seating Plan, Table Chart, Board, Table Planner, Sign, Signage, Reception Seating Chart (1196035558)",Outlinetext,2022-12-0713:10,2023-04-0712:10,4,270,68%,139,0.51,13,10
435,"October Table Plan Wedding, Seating Chart, Seating Plan, Table Chart, Board, Table Planner, Wedding Signs, Signage, Reception Seating Chart (1196035444)",Outlinetext,2022-12-0710:22,2023-02-2811:13,4,270,68%,139,0.51,13,10
482,Proposal Card | Will You Be Our Page Boy | Wedding Cards | Custom Wedding Card | Wedding Cards (1337295871),WHITE,2022-11-1512:14,2023-03-0111:55,5,60,68%,31,0.52,13,10
699,Thank You Cards | Thank You For Being There For Me | Wedding Cards | Custom Wedding Card | Wedding Cards (1323326948),WHITE + WS,2022-11-2205:06,2023-03-2204:06,5,60,68%,31,0.52,13,10
38,"BAR MENU | Chalkboard | Bar Menu Sign Wedding, Wedding Bar Menu Sign, Bar Menu Signature Drinks (1331133703)",ROSE GOLD FOIL,2022-11-1516:46,2023-02-2304:49,3,69,68%,36,0.52,13,10
986,"Wedding Menu Cards, Menus For Wedding, Wedding Breakfast, Drinks Menu, Food Menu, Wedding Reception, Wedding Dinner, Green, Simple, Unique (822430704)",PS/men/burst,2022-12-0108:17,2023-01-1718:44,6,905,68%,474,0.52,13,10
407,Map Redraw - Design Addition (1103456356),,2022-10-1501:03,2023-01-0415:09,4,417,68%,219,0.53,13,10
875,Wedding Invitation | Photo Collage (1119524628),PS conc/boothkrft,2022-12-1815:24,2023-04-1814:24,1,393,68%,207,0.53,13,10
988,"Wedding Menu Cards, Menus For Wedding, Wedding Breakfast, Drinks Menu, Food Menu, Wedding Reception, Wedding Dinner, Kraft, Rustic, Boho (836324539)",PS/men/krftlights,2022-12-0108:13,2023-02-1614:20,6,905,68%,478,0.53,13,10
402,"Lavender Wedding Order Of Service Booklet, Wedding Program, Mass Booklet, Wedding Ceremony Program, Wedding Booklet Church, Catholic, Rustic (865730721)",PS OOSbook/Laven,2022-11-1513:52,2023-02-2806:28,5,848,68%,448,0.53,13,10
886,WEDDING INVITATION | Potpourri | Fall Wedding Invites (1301633888),gate/Potpourri,2022-12-0711:53,2023-04-0710:53,3,92,68%,49,0.53,13,10
752,THANK YOU | Stormy | Thank You Cards | Personalized Thank You Cards Wedding | Wedding Thank You Cards | Thank You Cards Wedding (1330511024),PS/tyc/stormy,2022-12-1917:12,2023-04-1916:12,4,50,68%,27,0.54,13,10
780,Wedding Envelopes | Blue | Printed Envelopes | C6 Envelopes (1195421962),,2022-09-2613:38,2023-01-2614:38,2,271,68%,147,0.54,13,10
193,"Eucalyptus Order Of Events Card, Bridal Party, Timeline, Wedding Day, Stationery, Order Of Service, Ceremony Cards, On The Day, Marriage (851833940)",PS/7x5Program/olive,2022-12-0109:06,2023-01-0610:08,6,848,68%,461,0.54,13,6
855,Wedding Invitation | Feathers &amp; Floral (921290331),PS flat/feathers,2022-12-0607:29,2023-03-0711:50,1,752,68%,412,0.55,13,10
85,"Blue Watercolour Table Plan Wedding, Seating Chart, Seating Plan, Table Chart, Board, Table Planner, Wedding Signs, Reception Seating Chart (1196034850)",Outlinetext,2022-12-0710:22,2023-01-0414:00,4,270,68%,148,0.55,13,10
514,RSVP CARD | Gypsophila | Rsvp Meal Choice | Rsvp Postcard | Rsvp Cards (1343718929),rsvp/gypso,2022-12-1508:31,2023-03-1309:36,4,51,68%,28,0.55,13,10
